TIME,DOX2,DOX2_QC,DEPTH,station
2016-04-17,267.7669897203486,1.0,41.0,CCE1
2016-04-18,267.9309518946598,1.0,41.0,CCE1
2016-04-19,267.1815338930183,1.0,41.0,CCE1
2016-04-20,266.0386616829963,1.0,41.0,CCE1
2016-04-21,269.500478054088,1.0,41.0,CCE1
2016-04-22,270.3646909320136,1.0,41.0,CCE1
2016-04-23,270.7630288899329,1.0,41.0,CCE1
2016-04-24,270.566206720135,1.0,41.0,CCE1
2016-04-25,268.29619849394595,1.0,41.0,CCE1
2016-04-26,268.2310587833435,1.0,41.0,CCE1
2016-04-27,267.97933506287694,1.0,41.0,CCE1
2016-04-28,267.48310404481384,1.0,41.0,CCE1
2016-04-29,267.0043059235466,1.0,41.0,CCE1
2016-04-30,266.50739769180683,1.0,41.0,CCE1
2016-05-01,266.0914709486992,1.0,41.0,CCE1
2016-05-02,264.77416902138117,1.0,41.0,CCE1
